index,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,sentence,type,cluster,foundation,identity,id
2866_Q6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non-moral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non-moral,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non-moral,,,,,,Non-moral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non-moral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non-moral,,,,,,,,,,,,,,,,,,,,,,,they're CLITIC gonna CLITIC have little child uhhuh,peripheral,4,harm pos,parent,785
2866_Q7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,they're CLITIC gonna CLITIC have little child uhhuh,peripheral,4,harm pos,parent,785
2867_Q6,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non-moral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non-moral,,,,,,,,Non-moral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moral,,,,,,,,,,,,,,,,Non-moral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non-moral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non-moral,,,,,,,,,,,,,could you like Ewww to have some child,peripheral,4,harm pos,parent,786
2867_Q7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Purity/degradation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,could you like Ewww to have some child,peripheral,4,harm pos,parent,786
2868_Q6,,,,,,,,,,,Non-moral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non-moral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moral,,Non-moral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non-moral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moral,,,,Non-moral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,for my child,peripheral,4,harm pos,parent,787
2868_Q7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Loyalty/betrayal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Authority/subversion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not sure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,for my child,peripheral,4,harm pos,parent,787
2869_Q6,,,,,,,,,,,,Moral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non-moral,,,,,,,,,,,,,,,Non-moral,,,,,,,,,,,,,,,,,,,,,,,Non-moral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non-moral,,,,,,,,,,,,,,Non-moral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non-moral,,,,,,,,,,,,,,,,,,,,,,Non-moral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non-moral,,,,,,,,,,,,,,,,,,,,,,,hi nurse,peripheral,4,harm pos,parent,788
2869_Q7,,,,,,,,,,,,Not sure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hi nurse,peripheral,4,harm pos,parent,788
2870_Q6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non-moral,,,,,,,,,,,,,,,,,,,,,,,,,Non-moral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non-moral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non-moral,,,,,,Non-moral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nurse,peripheral,4,harm pos,parent,789
2870_Q7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Care/harm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nurse,peripheral,4,harm pos,parent,789
2871_Q6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non-moral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moral,,,,,,,,Moral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non-moral,,,,,,,,,,,,,,,,Moral,,,,,,,,,,,,,,,,,,Non-moral,,,,,,,,,,,,,,,,,,,,,Non-moral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,see it nurse Firstname,peripheral,4,harm pos,parent,790
2871_Q7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not sure,,,,,,,,Care/harm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Care/harm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,see it nurse Firstname,peripheral,4,harm pos,parent,790
2872_Q6,,,,,,,,,,,,,,,,,,Moral,,,,,,,,,,,,,,,,,,,,,,,,,,Moral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moral,,,,,,,,,,,,,Moral,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non-moral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non-moral,,,,,,,,,,,,,,,,,,okay you gonna CLITIC help me,central,5,harm pos,parent,791
2872_Q7,,,,,,,,,,,,,,,,,,Authority/subversion,,,,,,,,,,,,,,,,,,,,,,,,,,Care/harm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"None of these, but still moral",,,,,,,,,,,,,Loyalty/betrayal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,okay you gonna CLITIC help me,central,5,harm pos,parent,791
2873_Q6,,,Non-moral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moral,,,,,,,,,,,,,,,,,,,,,,,Moral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moral,,,,,,,,,,,,,,,,,,,,Moral,,,,,,,,,,,,,,,,,,,,,,,,Non-moral,,,,,,,,,,,,,Moral,,,,,,,,,,,,,,,,,,,,Moral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,could you tell me how we're CLITIC gonna CLITIC help out,central,5,harm pos,parent,792
2873_Q7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Care/harm,,,,,,,,,,,,,,,,,,,,,,,Care/harm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Care/harm,,,,,,,,,,,,,,,,,,,,Care/harm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Care/harm,,,,,,,,,,,,,,,,,,,,Care/harm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Authority/subversion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,could you tell me how we're CLITIC gonna CLITIC help out,central,5,harm pos,parent,792
2874_Q6,,,,,,,,,Non-moral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non-moral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non-moral,,,,,,Non-moral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moral,,,,,,,,,Non-moral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moral,,,,,,,,,,,,Moral,,Non-moral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moral,,,,,,,,,,,,,,,,,,,you help me read it dear ...,central,5,harm pos,parent,793
2874_Q7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Care/harm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Care/harm,Loyalty/betrayal",,,,,,,,,,,,"Care/harm,Authority/subversion",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Care/harm,Loyalty/betrayal",,,,,,,,,,,,,,,,,,,you help me read it dear ...,central,5,harm pos,parent,793
2875_Q6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moral,,,,,,,,Moral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moral,,,,,,,,,,,,,,,,,,,,,Non-moral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moral,,,,,,,,Moral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moral,,,,,,,,,,,,,,,,,,,,,,,,yeah you gonna CLITIC help me,central,5,harm pos,parent,794
2875_Q7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Authority/subversion,,,,,,,,Authority/subversion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Care/harm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Authority/subversion,,,,,,,,Authority/subversion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fairness/cheating,Loyalty/betrayal,Authority/subversion",,,,,,,,,,,,,,,,,,,,,,,,yeah you gonna CLITIC help me,central,5,harm pos,parent,794
2876_Q6,,,,,,,,,,,Non-moral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moral,,,,,,,,,,,,,,,,,,,,,,,,,,Moral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moral,,,,,,,,,,,,,,Non-moral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,you wanna CLITIC help me turn page,central,5,harm pos,parent,795
2876_Q7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fairness/cheating,,,,,,,,,,,,,,,,,,,,,,,,,,"Care/harm,Not sure",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Loyalty/betrayal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Care/harm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,you wanna CLITIC help me turn page,central,5,harm pos,parent,795
2877_Q6,,,,,,,,,,,,Moral,,,,,,,,,,,,,,,,,,,,,,,Moral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moral,,,,,,,,,,,,,,,,,,,,,Moral,,,,,,Moral,,,,,,,,,,Moral,,,,Moral,,,,,,,I'm CLITIC just helping you read,central,5,harm pos,parent,796
2877_Q7,,,,,,,,,,,,Care/harm,,,,,,,,,,,,,,,,,,,,,,,Care/harm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Authority/subversion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Care/harm,,,,,,,,,,,,,,,,,,,,,Care/harm,,,,,,Care/harm,,,,,,,,,,Care/harm,,,,Care/harm,,,,,,,I'm CLITIC just helping you read,central,5,harm pos,parent,796
2878_Q6,,,,,,Non-moral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moral,,,,,,,,,,,,,,,,,,,,,,,,,Non-moral,,Moral,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non-moral,,,,,,,Non-moral,,,,,,,,,,,,,,,,,,,,,,,how are you gonna CLITIC help me,central,5,harm pos,parent,797
2878_Q7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Loyalty/betrayal,,,,,,,,,,,,,,,,,,,,,,,,,,,"Care/harm,Fairness/cheating,Loyalty/betrayal",,,,,,,,,,,,,,,,,,,,,,,,,,,,Care/harm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Care/harm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Care/harm,Authority/subversion",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,how are you gonna CLITIC help me,central,5,harm pos,parent,797
2879_Q6,,,,,,,,,,,,,,,,,,,,,,,Non-moral,,,,,,,,,,,,,,,,,,,,,,,,Moral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non-moral,,,,,,,,,,,,Moral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non-moral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non-moral,,,,,,,,,,,,,,Moral,,you wanna CLITIC help me turn the page,central,5,harm pos,parent,798
2879_Q7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Care/harm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fairness/cheating,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Care/harm,,you wanna CLITIC help me turn the page,central,5,harm pos,parent,798
2880_Q6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non-moral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non-moral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non-moral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moral,,,,,,,,,Non-moral,,,or would you like me to help you get some of it in your mouth,central,5,harm pos,parent,799
2880_Q7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Authority/subversion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Care/harm,Authority/subversion",,,,,,,,,,,,or would you like me to help you get some of it in your mouth,central,5,harm pos,parent,799
2881_Q6,,Moral,,,,,,,,,,,,,,,,,,,,,,,,,,,Non-moral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non-moral,,,,,,,,,,,,,,,,,,,,,,,,,Moral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non-moral,,,,,Non-moral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moral,,,Moral,,,,,,,,,,,,,,,,,,because Mrs_jwww want to share it too,peripheral,5,harm pos,parent,800
2881_Q7,,Fairness/cheating,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Care/harm,Fairness/cheating",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Care/harm,,,Care/harm,,,,,,,,,,,,,,,,,,because Mrs_jwww want to share it too,peripheral,5,harm pos,parent,800
2882_Q6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moral,,,,,,,,,,,,,,,,,,,,,Moral,,,,,,,,,,,,,,,,Non-moral,,,,,,,,,,,,Moral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moral,,,,,,,,,,,,Non-moral,,,,,,,,,,,,,,,,here's CLITIC a dollie to love on to,peripheral,5,harm pos,parent,801
2882_Q7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Care/harm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Care/harm,,,,,,,,,,,,,,,,,,,,,"Care/harm,Loyalty/betrayal,Purity/degradation",,,,,,,,,,,,,,,,,,,,,,,,,,,,Care/harm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Care/harm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Care/harm,Authority/subversion",,,,,,,,,,,,,,,,,,,,,,,,,,,,here's CLITIC a dollie to love on to,peripheral,5,harm pos,parent,801
2883_Q6,,,,Moral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non-moral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non-moral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moral,,,,,,,Moral,,,Moral,,,,,here's CLITIC the dollie to love on,peripheral,5,harm pos,parent,802
2883_Q7,,,,Care/harm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Care/harm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Purity/degradation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Care/harm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Care/harm,,,,,,,Care/harm,,,Care/harm,,,,,here's CLITIC the dollie to love on,peripheral,5,harm pos,parent,802
2884_Q6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non-moral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non-moral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moral,,Non-moral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non-moral,,,Non-moral,,,,,,,,,Moral,wanna CLITIC love on the dollie,peripheral,5,harm pos,parent,803
2884_Q7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Care/harm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Care/harm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"None of these, but still moral",wanna CLITIC love on the dollie,peripheral,5,harm pos,parent,803
2885_Q6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moral,,,,,,,,,,,,,Non-moral,,,,,,,,,,,,,,,,,,,,,,,,,Moral,,,,,,,Moral,,,,,,,,,,,,,,,,,,,,,,Moral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non-moral,,,,,,,,,,,,,,,,,come in here you'll CLITIC get some love,peripheral,5,harm pos,parent,804
2885_Q7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Care/harm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Care/harm,,,,,,,Care/harm,,,,,,,,,,,,,,,,,,,,,,Care/harm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Care/harm,Fairness/cheating,Authority/subversion",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,come in here you'll CLITIC get some love,peripheral,5,harm pos,parent,804
2886_Q6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non-moral,,,,,,,,,Non-moral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moral,,,,,,,,,,,,,Moral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moral,,,,,,,,,,,,,,,,,,,,,,,,,Non-moral,,,,,,,,,,,,,,,,,,,Moral,,,,,Moral,,,,,,,,,,,,,,she's CLITIC in love with it now,peripheral,5,harm pos,parent,805
2886_Q7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Care/harm,,,,,,,,,,,,,"Care/harm,Loyalty/betrayal",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Care/harm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Care/harm,Fairness/cheating,Loyalty/betrayal,Purity/degradation",,,,,Purity/degradation,,,,,,,,,,,,,,she's CLITIC in love with it now,peripheral,5,harm pos,parent,805
